ve_ref,value,word_value,lemma,part_of_speech,gloss (eng),parse,tag
7.t56,τῶν,τῶν,ὁ,ART,the,GEN.PL M,l-p---mg-
7.t57,τελευτώντων.,τελευτώντων,τελευτάω,VERB,"to complete, finish, accomplish; pple. finally, in the end",PRES ACT GEN.PL M PTCP,v-pppamg-
7.t58,ὅταν,ὅταν,ὅταν,CONJ,"when, whenever",INDECL,c--------
7.t59,γὰρ,γὰρ,γάρ,ADV,for,INDECL,d--------
7.t60,ἄσχημον,ἄσχημον,ἀσχήμων,ADJ,"misshapen, unseemly, shameful",NOM.SG N,a-s---nn-
7.t61,μὲν,μὲν,μέν,ADV,"on the one hand, on the other hand",INDECL,d--------
7.t62,μηδὲν,μηδὲν,μηδείς,ADJ,"(and not one); not one, no-one",NOM.SG N,a-s---nn-
7.t63,μηδὲ,μηδὲ,μηδέ,,but not,INDECL,b--------
7.t64,δυσχερὲς,δυσχερὲς,δυσχερής,ADJ,hard to take in hand,NOM.SG N,a-s---nn-
7.t65,ἐν,ἐν,ἐν,PREP,"in, among. c. dat.",INDECL,r--------
7.t66,ταῖς,ταῖς,ὁ,ART,the,DAT.PL F,l-p---fd-
7.t67,γνώμαις,γνώμαις,γνώμη,NOUN,"a means of knowing, a mark, token",DAT.PL F,n-p---fd-
7.t68,τῶν,τῶν,ὁ,ART,the,GEN.PL M,l-p---mg-
7.t69,παρόντων,παρόντων,πάρειμι,VERB,be present,PRES ACT GEN.PL M PTCP,v-pppamg-
7.t70,καταλείπηταί,καταλείπηταί,καταλείπω,VERB,to leave behind,PRES MID 3SG SBJV,v3spse---
7.t71,τις,τις,τις,ADJ,"any one, any thing, some one, some thing",NOM.SG c,a-s---cn-
7.t72,",",,,,,,
7.t73,ὑγιὲς,ὑγιὲς,ὑγιής,ADJ,"sound, healthy, hearty",ACC.SG N,a-s---na-
7.t74,δὲ,δὲ,δέ,,but,INDECL,b--------
7.t75,τὸ,τὸ,ὁ,ART,the,ACC.SG N,l-s---na-
7.t76,σῶμα,σῶμα,σῶμα,NOUN,the body,ACC.SG N,n-s---na-
7.t77,ἔχων,ἔχων,ἔχω,VERB,"have, hold; be able; (+ adv.) be; (mid.) cling to, be next to (+ gen.)",PRES ACT NOM.SG M PTCP,v-sppamn-
7.t78,καὶ,καὶ,καί,,"and, also",INDECL,b--------
7.t79,τὴν,τὴν,ὁ,ART,the,ACC.SG F,l-s---fa-
7.t80,ψυχὴν,ψυχὴν,ψυχή,NOUN,"breath, soul",ACC.SG F,n-s---fa-
7.t81,δυναμένην,δυναμένην,δύναμαι,VERB,"to be able, capable, strong enough",PRES MID ACC.SG F PTCP,v-sppefa-
7.t82,φιλοφρονεῖσθαι,φιλοφρονεῖσθαι,φιλοφρονέομαι,VERB,"to treat affectionately, to shew kindness to",PRES MID INF,v--pne---
7.t83,"ἀπομαραίνηται,",ἀπομαραίνηται,ἀπομαραίνομαι,VERB,,PRES MID 3SG SBJV,v3spse---
7.t84,πῶς,πῶς,πῶς,ADV,how? in what way,INDECL,d--------
7.t85,οὐκ,οὐκ,οὐ,ADV,not,INDECL,d--------
7.t86,ἀνάγκη,ἀνάγκη,ἀνάγκη,NOUN,"force, constraint, necessity",NOM.SG F,n-s---fn-
7.t87,τοῦτον,τοῦτον,οὗτος,ADJ,this; that,ACC.SG M,a-s---ma-
7.t88,ποθεινὸν,ποθεινὸν,ποθεινός,ADJ,"longed for, desired, much desired",ACC.SG M,a-s---ma-
7.t89,εἶναι;,εἶναι,εἰμί,VERB,to be,PRES ACT INF,v--pna---
8.t1,ὀρθῶς,ὀρθῶς,ὀρθός,ADV,straight,INDECL,d--------
8.t2,δὲ,δὲ,δέ,,but,INDECL,b--------
8.t3,οἱ,οἱ,ὁ,ART,the,NOM.PL M,l-p---mn-
8.t4,θεοὶ,θεοὶ,θεός,NOUN,god,NOM.PL M,n-p---mn-
8.t5,τότε,τότε,τότε,ADV,"at that time, then",INDECL,d--------
8.t6,μου,μου,ἐγώ,PRONOUN,I (first person pronoun),GEN.SG c,p-s---cg-
8.t7,"ἠναντιοῦντο,",ἠναντιοῦντο,ἐναντιόομαι,VERB,"to set oneself against, oppose, withstand",IMPRF MID 3PL IND,v3piie---
8.t8,φάναι,φάναι,φημί,VERB,"to say, to claim",PRES ACT INF,v--pna---
8.t9,"αὐτόν,",αὐτόν,αὐτός,ADJ,unemph. 3rd pers.pronoun; -self; [the] same ,ACC.SG M,a-s---ma-
8.t10,τῇ,τῇ,ὁ,ART,the,DAT.SG F,l-s---fd-
8.t11,τοῦ,τοῦ,ὁ,ART,the,GEN.SG M,l-s---mg-
8.t12,λόγου,λόγου,λόγος,NOUN,the word,GEN.SG M,n-s---mg-
8.t13,ἐπισκέψει,ἐπισκέψει,ἐπίσκεψις,NOUN,"inspection, visitation",DAT.SG F,n-s---fd-
8.t14,ὅτε,ὅτε,ὅτε,CONJ,when,INDECL,c--------
8.t15,ἐδόκει,ἐδόκει,δοκέω,VERB,"seem, impers. it seems best..",IMPRF ACT 3SG IND,v3siia---
8.t16,ἡμῖν,ἡμῖν,ἐγώ,PRONOUN,I (first person pronoun),DAT.PL c,p-p---cd-
8.t17,ζητητέα,ζητητέα,ζητέω,ADJ,"to seek, seek for",NOM.SG F,a-s---fn-
8.t18,εἶναι,εἶναι,εἰμί,VERB,to be,PRES ACT INF,v--pna---
8.t19,ἐκ,ἐκ,ἐκ,PREP,from out of,INDECL,r--------
8.t20,παντὸς,παντὸς,πᾶς,ADJ,"all, the whole",GEN.SG M,a-s---mg-
8.t21,τρόπου,τρόπου,τρόπος,NOUN,"a turn, direction, course, way; character",GEN.SG M,n-s---mg-
8.t22,τὰ,τὰ,ὁ,ART,the,NOM.PL N,l-p---nn-
8.t23,ἀποφευκτικά.,ἀποφευκτικά,ἀποφευκτικός,ADJ,useful in escaping,NOM.PL N,a-p---nn-
8.t24,εἰ,εἰ,εἰ,CONJ,"conj. if, whether; part. w/wishes, adv. w/imperatives",INDECL,c--------
8.t25,γὰρ,γὰρ,γάρ,ADV,for,INDECL,d--------
8.t26,τοῦτο,τοῦτο,οὗτος,ADJ,this; that,ACC.SG N,a-s---na-
8.t27,"διεπραξάμην,",διεπραξάμην,διαπράσσω,VERB,"to pass over; bring about, accomplish",AOR MID 1SG IND,v1saim---
8.t28,δῆλον,δῆλον,δῆλος,ADJ,"visible, conspicuous",NOM.SG N,a-s---nn-
8.t29,ὅτι,ὅτι,ὅτι,CONJ,"adv. + superl., as...as possible; ὅτι μή except",INDECL,c--------
8.t30,ἡτοιμασάμην,ἡτοιμασάμην,ἑτοιμάζω,VERB,"to make ready, prepare",AOR MID 1SG IND,v1saim---
8.t31,ἂν,ἂν,ἄν,ADV,modal particle,INDECL,d--------
8.t32,ἀντὶ,ἀντὶ,ἀντί,PREP,"over against, opposite. c. gen.",INDECL,r--------
8.t33,τοῦ,τοῦ,ὁ,ART,the,GEN.SG M,l-s---mg-
8.t34,ἤδη,ἤδη,ἤδη,ADV,already,INDECL,d--------
8.t35,λῆξαι,λῆξαι,λήγω,VERB,"to stay, abate",AOR ACT INF,v--ana---
8.t36,τοῦ,τοῦ,ὁ,ART,the,GEN.SG M,l-s---mg-
8.t37,βίου,βίου,βίος,NOUN,life,GEN.SG M,n-s---mg-
8.t38,ἢ,ἢ,ἤ,,either..or; than,INDECL,b--------
8.t39,νόσοις,νόσοις,νόσος,NOUN,"sickness, disease, malady",DAT.PL F,n-p---fd-
8.t40,ἀλγυνόμενος,ἀλγυνόμενος,ἀλγύνω,VERB,"to pain, grieve, distress",PRES MID NOM.SG M PTCP,v-sppemn-
8.t41,τελευτῆσαι,τελευτῆσαι,τελευτάω,VERB,"to complete, finish, accomplish; pple. finally, in the end",AOR ACT INF,v--ana---
8.t42,ἢ,ἢ,ἤ,,either..or; than,INDECL,b--------
8.t43,"γήρᾳ,",γήρᾳ,γῆρας,NOUN,old age,DAT.SG N,n-s---nd-
8.t44,εἰς,εἰς,εἰς,PREP,"into, to c. acc.",INDECL,r--------
8.t45,ὃ,ὃ,ὅς,PRONOUN,"who, that, which: relative pronoun",ACC.SG N,p-s---na-
8.t46,πάντα,πάντα,πᾶς,ADJ,"all, the whole",ACC.PL N,a-p---na-
8.t47,τὰ,τὰ,ὁ,ART,the,ACC.PL N,l-p---na-
8.t48,χαλεπὰ,χαλεπὰ,χαλεπός,ADJ,"hard to bear, painful; difficult",ACC.PL N,a-p---na-
8.t49,συρρεῖ,συρρεῖ,συρρέω,VERB,to flow together,PRES ACT 3SG IND,v3spia---
8.t50,καὶ,καὶ,καί,,"and, also",INDECL,b--------
8.t51,μάλα,μάλα,μάλα,ADV,"very, very much, exceedingly",INDECL,d--------
8.t52,ἔρημα,ἔρημα,ἐρῆμος,ADJ,"desolate, lone, lonely, lonesome, solitary",ACC.PL N,a-p---na-
8.t53,τῶν,τῶν,ὁ,ART,the,GEN.PL F,l-p---fg-
8.t54,εὐφροσυνῶν.,εὐφροσυνῶν,εὐφροσύνη,NOUN,"mirth, merriment",GEN.PL F,n-p---fg-
9.t1,μὰ,μὰ,μά,PREP,"(no,) by .. ",INDECL,r--------
9.t2,"Δίʼ,",Δίʼ,Ζεύς,NOUN,Zeus,ACC.SG M,n-s---ma-
9.t3,εἰπεῖν,εἰπεῖν,λέγω,VERB,"to say, tell, speak; epic and arch.: pick, gather",AOR ACT INF,v--ana---
9.t4,"αὐτόν,",αὐτόν,αὐτός,ADJ,unemph. 3rd pers.pronoun; -self; [the] same ,ACC.SG M,a-s---ma-
9.t5,ὦ,ὦ,ὦ,INTJ,O! oh!,INDECL,i--------
9.t6,"Ἑρμόγενες,",Ἑρμόγενες,Ἑρμογένης,NOUN,Hermogenes,VOC.SG M,n-s---mv-
9.t7,ἐγὼ,ἐγὼ,ἐγώ,PRONOUN,I (first person pronoun),NOM.SG c,p-s---cn-
9.t8,ταῦτα,ταῦτα,οὗτος,ADJ,this; that,ACC.PL N,a-p---na-
9.t9,οὐδὲ,οὐδὲ,οὐδέ,ADV,and/but not; not even,INDECL,d--------
9.t10,"προθυμήσομαι,",προθυμήσομαι,προθυμέομαι,VERB,"to be ready, willing, eager, zealous to do",FUT MID 1SG IND,v1sfim---
9.t11,ἀλλʼ,ἀλλʼ,ἀλλά,,"otherwise, but",INDECL,b--------
9.t12,ὅσων,ὅσων,ὅσος,PRONOUN,as much/many as,GEN.PL N,p-p---ng-
9.t13,νομίζω,νομίζω,νομίζω,VERB,to have as a custom; to believe,PRES ACT 1SG IND,v1spia---
9.t14,τετυχηκέναι,τετυχηκέναι,τυγχάνω,VERB,"(with gen.) to hit the mark, to get; (with pple) to happen to, to actually",PRF ACT INF,v--rna---
9.t15,καλῶν,καλῶν,καλός,ADJ,beautiful,GEN.PL N,a-p---ng-
9.t16,καὶ,καὶ,καί,,"and, also",INDECL,b--------
9.t17,παρὰ,παρὰ,παρά,PREP,"from the side of, c. gen., beside, alongside of, c. dat., to the side of, motion alongside of, c. acc.",INDECL,r--------
9.t18,θεῶν,θεῶν,θεός,NOUN,god,GEN.PL M,n-p---mg-
9.t19,καὶ,καὶ,καί,,"and, also",INDECL,b--------
9.t20,παρʼ,παρʼ,παρά,PREP,"from the side of, c. gen., beside, alongside of, c. dat., to the side of, motion alongside of, c. acc.",INDECL,r--------
9.t21,"ἀνθρώπων,",ἀνθρώπων,ἄνθρωπος,NOUN,"man, person, human",GEN.PL M,n-p---mg-
9.t22,καὶ,καὶ,καί,,"and, also",INDECL,b--------
9.t23,ἣν,ἣν,ὅς,PRONOUN,"who, that, which: relative pronoun",ACC.SG F,p-s---fa-
9.t24,ἐγὼ,ἐγὼ,ἐγώ,PRONOUN,I (first person pronoun),NOM.SG c,p-s---cn-
9.t25,δόξαν,δόξαν,δόξα,NOUN,a notion,ACC.SG F,n-s---fa-
9.t26,ἔχω,ἔχω,ἔχω,VERB,"have, hold; be able; (+ adv.) be; (mid.) cling to, be next to (+ gen.)",PRES ACT 1SG IND,v1spia---
9.t27,περὶ,περὶ,περί,PREP,"around, round about with gen., dat., and acc.",INDECL,r--------
9.t28,"ἐμαυτοῦ,",ἐμαυτοῦ,ἐμαυτοῦ,PRONOUN,"of me, of myself",GEN.SG M,p-s---mg-
9.t29,ταύτην,ταύτην,οὗτος,ADJ,this; that,ACC.SG F,a-s---fa-
9.t30,ἀναφαίνων,ἀναφαίνων,ἀναφαίνω,VERB,"to make to give light, make to blaze up",PRES ACT NOM.SG M PTCP,v-sppamn-
9.t31,εἰ,εἰ,εἰ,CONJ,"conj. if, whether; part. w/wishes, adv. w/imperatives",INDECL,c--------
9.t32,βαρυνῶ,βαρυνῶ,βαρύνω,VERB,"to weigh down, oppress by weight, depress",FUT ACT 1SG IND,v1sfia---
9.t33,τοὺς,τοὺς,ὁ,ART,the,ACC.PL M,l-p---ma-
9.t34,"δικαστάς,",δικαστάς,δικαστής,NOUN,a judge,ACC.PL M,n-p---ma-
9.t35,αἱρήσομαι,αἱρήσομαι,αἱρέω,VERB,"to take, (mid.) to choose",FUT MID 1SG IND,v1sfim---
9.t36,τελευτᾶν,τελευτᾶν,τελευτάω,VERB,"to complete, finish, accomplish; pple. finally, in the end",PRES ACT INF,v--pna---
9.t37,μᾶλλον,μᾶλλον,μάλα,ADV,"very, very much, exceedingly",@@@ -------c,d-------c
9.t38,ἢ,ἢ,ἤ,,either..or; than,INDECL,b--------
9.t39,ἀνελευθέρως,ἀνελευθέρως,ἀνελεύθερος,ADV,not fit for a free man,INDECL,d--------
9.t40,τὸ,τὸ,ὁ,ART,the,NOM.SG N,l-s---nn-
9.t41,ζῆν,ζῆν,ζάω,VERB,to live,PRES ACT INF,v--pna---
9.t42,ἔτι,ἔτι,ἔτι,ADV,"yet, as yet, still, besides",INDECL,d--------
9.t43,προσαιτῶν,προσαιτῶν,προσαιτέω,VERB,to ask besides,PRES ACT NOM.SG M PTCP,v-sppamn-
9.t44,κερδᾶναι,κερδᾶναι,κερδαίνω,VERB,"to gain, derive profit",AOR ACT INF,v--ana---
9.t45,τὸν,τὸν,ὁ,ART,the,ACC.SG M,l-s---ma-
9.t46,πολὺ,πολὺ,πολύς,ADJ,"much, many",ACC.SG N,a-s---na-
9.t47,χείρω,χείρω,κακός,ADJ,bad,ACC.SG M COMP,a-s---mac
9.t48,βίον,βίον,βίος,NOUN,life,ACC.SG M,n-s---ma-
9.t49,ἀντὶ,ἀντὶ,ἀντί,PREP,"over against, opposite. c. gen.",INDECL,r--------
9.t50,θανάτου.,θανάτου,θάνατος,NOUN,death,GEN.SG M,n-s---mg-
